component,category,subcategory,baseline_date,Spring_flag,Winter_flag,projected_fiscal_year,projected_year_number,value,actual_value,GDP,legislative_outlay_change,adjusted_projection,projection_error,projection_error_pct_actual,leg_change_pct_GDP,projection_error_pct_GDP
outlay,Total,Total,1995-04-01,True,False,2000,6,1996.670,1788.950,10117.075,18.600,2015.270,226.320,12.651,0.184,2.237
outlay,Total,Total,1996-05-01,True,False,2001,6,2016.407,1862.846,10525.725,54.444,2070.851,208.005,11.166,0.517,1.976
outlay,Total,Total,1997-03-01,True,False,2002,6,2047.676,2010.894,10828.875,124.418,2172.094,161.200,8.016,1.149,1.489
outlay,Total,Total,1998-03-01,True,False,2003,6,1954.254,2159.899,11278.750,355.470,2309.724,149.825,6.937,3.152,1.328
outlay,Total,Total,1999-04-01,True,False,2004,6,1945.523,2292.841,12028.425,430.386,2375.909,83.068,3.623,3.578,0.691
outlay,Total,Total,2000-04-01,True,False,2005,6,1982.469,2471.957,12839.950,513.665,2496.134,24.177,0.978,4.001,0.188
outlay,Total,Total,2001-05-01,True,False,2006,6,2180.570,2655.050,13636.750,443.056,2623.626,-31.424,-1.184,3.249,-0.230
outlay,Total,Total,2002-03-01,True,False,2007,6,2393.690,2728.686,14305.375,375.368,2769.058,40.372,1.480,2.624,0.282
outlay,Total,Total,2003-03-01,True,False,2008,6,2620.883,2982.544,14796.575,400.740,3021.623,39.079,1.310,2.708,0.264
outlay,Total,Total,2004-03-01,True,False,2009,6,2923.788,3426.413,14467.300,578.377,3502.165,75.752,2.211,3.998,0.524
outlay,Total,Total,2005-03-01,True,False,2010,6,3007.737,3416.621,14884.400,662.655,3670.392,253.771,7.428,4.452,1.705
outlay,Total,Total,2006-03-01,True,False,2011,6,3256.218,3597.887,15466.525,576.531,3832.749,234.862,6.528,3.728,1.519
outlay,Total,Total,2007-03-01,True,False,2012,6,3250.065,3526.458,16109.425,490.748,3740.813,214.355,6.078,3.046,1.331
outlay,Total,Total,2008-03-01,True,False,2013,6,3530.070,3551.554,16687.775,263.809,3793.879,242.325,6.823,1.581,1.452
outlay,Total,Total,2009-03-01,True,False,2014,6,3740.949,3580.677,17428.100,73.312,3814.261,233.584,6.523,0.421,1.340
outlay,Total,Total,2010-03-01,True,False,2015,6,4094.257,3714.583,18164.250,-66.569,4027.688,313.105,8.429,-0.366,1.724
outlay,Total,Total,2011-03-01,True,False,2016,6,4457.242,3866.934,18641.325,-160.449,4296.793,429.859,11.116,-0.861,2.306
outlay,Total,Total,2012-03-01,True,False,2017,6,4265.303,4010.207,19375.175,113.906,4379.209,369.002,9.202,0.588,1.905
outlay,Total,Total,2013-05-01,True,False,2018,6,4482.742,4118.474,20436.325,114.759,4597.501,479.027,11.631,0.562,2.344
outlay,Total,Total,2014-04-01,True,False,2019,6,4647.931,4466.134,21286.150,244.448,4892.379,426.245,9.544,1.148,2.002
outlay,Total,Total,2015-03-01,True,False,2020,6,4728.594,6557.858,21320.225,2075.539,6804.133,246.275,3.755,9.735,1.155
outlay,Total,Total,2016-03-01,True,False,2021,6,4971.692,6827.391,23004.125,2436.907,7408.599,581.208,8.513,10.593,2.527
outlay,Total,Total,2017-06-01,True,False,2022,6,5203.450,5900.434,25517.575,845.111,6048.561,148.127,2.510,3.312,0.580
outlay,Total,Total,2018-05-01,True,False,2023,6,5502.663,6473.921,27330.050,542.120,6044.783,-429.138,-6.629,1.984,-1.570
outlay,Total,Total,2019-05-01,True,False,2024,6,5506.410,6756.813,28828.175,659.813,6166.223,-590.590,-8.741,2.289,-2.049
outlay,Total,Total,1996-05-01,True,False,2002,7,2125.277,2010.894,10828.875,107.669,2232.946,222.052,11.042,0.994,2.051
outlay,Total,Total,1997-03-01,True,False,2003,7,2145.072,2159.899,11278.750,254.222,2399.294,239.395,11.084,2.254,2.123
outlay,Total,Total,1998-03-01,True,False,2004,7,2034.636,2292.841,12028.425,435.351,2469.987,177.146,7.726,3.619,1.473
outlay,Total,Total,1999-04-01,True,False,2005,7,2025.097,2471.957,12839.950,523.765,2548.862,76.905,3.111,4.079,0.599
outlay,Total,Total,2000-04-01,True,False,2006,7,2025.204,2655.050,13636.750,634.935,2660.139,5.089,0.192,4.656,0.037
outlay,Total,Total,2001-05-01,True,False,2007,7,2237.509,2728.686,14305.375,501.037,2738.546,9.860,0.361,3.502,0.069
outlay,Total,Total,2002-03-01,True,False,2008,7,2494.378,2982.544,14796.575,492.346,2986.724,4.180,0.140,3.327,0.028
outlay,Total,Total,2003-03-01,True,False,2009,7,2736.121,3426.413,14467.300,795.530,3531.651,105.238,3.071,5.499,0.727
outlay,Total,Total,2004-03-01,True,False,2010,7,3057.356,3416.621,14884.400,584.051,3641.407,224.786,6.579,3.924,1.510
outlay,Total,Total,2005-03-01,True,False,2011,7,3157.151,3597.887,15466.525,662.893,3820.044,222.157,6.175,4.286,1.436
outlay,Total,Total,2006-03-01,True,False,2012,7,3320.842,3526.458,16109.425,506.878,3827.720,301.262,8.543,3.146,1.870
outlay,Total,Total,2007-03-01,True,False,2013,7,3411.406,3551.554,16687.775,377.130,3788.536,236.982,6.673,2.260,1.420
outlay,Total,Total,2008-03-01,True,False,2014,7,3680.083,3580.677,17428.100,223.008,3903.091,322.414,9.004,1.280,1.850
outlay,Total,Total,2009-03-01,True,False,2015,7,3887.461,3714.583,18164.250,63.013,3950.474,235.891,6.350,0.347,1.299
outlay,Total,Total,2010-03-01,True,False,2016,7,4325.709,3866.934,18641.325,-26.042,4299.667,432.733,11.191,-0.140,2.321
outlay,Total,Total,2011-03-01,True,False,2017,7,4658.083,4010.207,19375.175,-155.590,4502.493,492.286,12.276,-0.803,2.541
outlay,Total,Total,2012-03-01,True,False,2018,7,4444.010,4118.474,20436.325,228.215,4672.225,553.751,13.446,1.117,2.710
outlay,Total,Total,2013-05-01,True,False,2019,7,4750.082,4466.134,21286.150,189.766,4939.848,473.714,10.607,0.891,2.225
outlay,Total,Total,2014-04-01,True,False,2020,7,4902.037,6557.858,21320.225,2059.618,6961.655,403.797,6.157,9.660,1.894
outlay,Total,Total,2015-03-01,True,False,2021,7,4972.966,6827.391,23004.125,2488.542,7461.508,634.117,9.288,10.818,2.757
outlay,Total,Total,2016-03-01,True,False,2022,7,5288.989,5900.434,25517.575,887.142,6176.131,275.697,4.672,3.477,1.080
outlay,Total,Total,2017-06-01,True,False,2023,7,5416.852,6473.921,27330.050,621.341,6038.193,-435.728,-6.731,2.273,-1.594
outlay,Total,Total,2018-05-01,True,False,2024,7,5690.223,6756.813,28828.175,574.628,6264.851,-491.962,-7.281,1.993,-1.707
outlay,Total,Total,1996-05-01,True,False,2003,8,2241.769,2159.899,11278.750,235.680,2477.449,317.550,14.702,2.090,2.815
outlay,Total,Total,1997-03-01,True,False,2004,8,2253.198,2292.841,12028.425,321.708,2574.906,282.065,12.302,2.675,2.345
outlay,Total,Total,1998-03-01,True,False,2005,8,2133.598,2471.957,12839.950,527.691,2661.289,189.332,7.659,4.110,1.475
outlay,Total,Total,1999-04-01,True,False,2006,8,2083.222,2655.050,13636.750,645.614,2728.836,73.786,2.779,4.734,0.541
outlay,Total,Total,2000-04-01,True,False,2007,8,2085.095,2728.686,14305.375,705.022,2790.117,61.431,2.251,4.928,0.429
outlay,Total,Total,2001-05-01,True,False,2008,8,2313.789,2982.544,14796.575,633.934,2947.723,-34.821,-1.167,4.284,-0.235
outlay,Total,Total,2002-03-01,True,False,2009,8,2594.495,3426.413,14467.300,892.433,3486.928,60.515,1.766,6.169,0.418
outlay,Total,Total,2003-03-01,True,False,2010,8,2852.965,3416.621,14884.400,820.706,3673.671,257.050,7.524,5.514,1.727
outlay,Total,Total,2004-03-01,True,False,2011,8,3210.505,3597.887,15466.525,575.393,3785.898,188.011,5.226,3.720,1.216
outlay,Total,Total,2005-03-01,True,False,2012,8,3246.288,3526.458,16109.425,596.246,3842.534,316.076,8.963,3.701,1.962
outlay,Total,Total,2006-03-01,True,False,2013,8,3493.059,3551.554,16687.775,394.874,3887.933,336.379,9.471,2.366,2.016
outlay,Total,Total,2007-03-01,True,False,2014,8,3555.058,3580.677,17428.100,339.224,3894.282,313.605,8.758,1.946,1.799
outlay,Total,Total,2008-03-01,True,False,2015,8,3843.192,3714.583,18164.250,207.330,4050.522,335.939,9.044,1.141,1.849
outlay,Total,Total,2009-03-01,True,False,2016,8,4084.822,3866.934,18641.325,113.247,4198.069,331.135,8.563,0.608,1.776
outlay,Total,Total,2010-03-01,True,False,2017,8,4516.442,4010.207,19375.175,-15.106,4501.336,491.129,12.247,-0.078,2.535
outlay,Total,Total,2011-03-01,True,False,2018,8,4852.098,4118.474,20436.325,-62.008,4790.090,671.616,16.307,-0.303,3.286
outlay,Total,Total,2012-03-01,True,False,2019,8,4704.545,4466.134,21286.150,313.651,5018.196,552.062,12.361,1.473,2.594
outlay,Total,Total,2013-05-01,True,False,2020,8,5011.155,6557.858,21320.225,1997.412,7008.567,450.709,6.873,9.369,2.114
outlay,Total,Total,2014-04-01,True,False,2021,8,5161.539,6827.391,23004.125,2472.292,7633.831,806.440,11.812,10.747,3.506
outlay,Total,Total,2015-03-01,True,False,2022,8,5293.833,5900.434,25517.575,942.206,6236.039,335.605,5.688,3.692,1.315
outlay,Total,Total,2016-03-01,True,False,2023,8,5502.902,6473.921,27330.050,664.964,6167.866,-306.055,-4.728,2.433,-1.120
outlay,Total,Total,2017-06-01,True,False,2024,8,5626.157,6756.813,28828.175,662.245,6288.402,-468.411,-6.932,2.297,-1.625
outlay,Total,Total,1996-05-01,True,False,2004,9,2365.288,2292.841,12028.425,300.706,2665.994,373.153,16.275,2.500,3.102
outlay,Total,Total,1997-03-01,True,False,2005,9,2382.859,2471.957,12839.950,400.347,2783.206,311.249,12.591,3.118,2.424
outlay,Total,Total,1998-03-01,True,False,2006,9,2198.624,2655.050,13636.750,649.301,2847.925,192.875,7.264,4.761,1.414
outlay,Total,Total,1999-04-01,True,False,2007,9,2162.077,2728.686,14305.375,716.745,2878.822,150.136,5.502,5.010,1.050
outlay,Total,Total,2000-04-01,True,False,2008,9,2159.170,2982.544,14796.575,855.699,3014.869,32.325,1.084,5.783,0.218
outlay,Total,Total,2001-05-01,True,False,2009,9,2388.570,3426.413,14467.300,1050.819,3439.389,12.976,0.379,7.263,0.090
outlay,Total,Total,2002-03-01,True,False,2010,9,2700.583,3416.621,14884.400,922.695,3623.278,206.657,6.049,6.199,1.388
outlay,Total,Total,2003-03-01,True,False,2011,9,2988.895,3597.887,15466.525,831.941,3820.836,222.949,6.197,5.379,1.441
outlay,Total,Total,2004-03-01,True,False,2012,9,3308.555,3526.458,16109.425,503.493,3812.048,285.590,8.098,3.125,1.773
outlay,Total,Total,2005-03-01,True,False,2013,9,3405.617,3551.554,16687.775,491.384,3897.001,345.447,9.727,2.945,2.070
outlay,Total,Total,2006-03-01,True,False,2014,9,3650.248,3580.677,17428.100,358.189,4008.437,427.760,11.946,2.055,2.454
outlay,Total,Total,2007-03-01,True,False,2015,9,3710.172,3714.583,18164.250,330.662,4040.834,326.251,8.783,1.820,1.796
outlay,Total,Total,2008-03-01,True,False,2016,9,4059.209,3866.934,18641.325,249.313,4308.522,441.588,11.420,1.337,2.369
outlay,Total,Total,2009-03-01,True,False,2017,9,4235.643,4010.207,19375.175,134.564,4370.207,360.000,8.977,0.695,1.858
outlay,Total,Total,2010-03-01,True,False,2018,9,4704.805,4118.474,20436.325,73.519,4778.324,659.850,16.022,0.360,3.229
outlay,Total,Total,2011-03-01,True,False,2019,9,5143.705,4466.134,21286.150,-1.744,5141.961,675.827,15.132,-0.008,3.175
outlay,Total,Total,2012-03-01,True,False,2020,9,4948.418,6557.858,21320.225,2148.757,7097.175,539.317,8.224,10.078,2.530
outlay,Total,Total,2013-05-01,True,False,2021,9,5275.007,6827.391,23004.125,2405.359,7680.366,852.975,12.493,10.456,3.708
outlay,Total,Total,2014-04-01,True,False,2022,9,5482.659,5900.434,25517.575,924.125,6406.784,506.350,8.582,3.622,1.984
outlay,Total,Total,2015-03-01,True,False,2023,9,5501.567,6473.921,27330.050,724.217,6225.784,-248.137,-3.833,2.650,-0.908
outlay,Total,Total,2016-03-01,True,False,2024,9,5707.702,6756.813,28828.175,707.397,6415.099,-341.714,-5.057,2.454,-1.185
outlay,Total,Total,1996-05-01,True,False,2005,10,2499.969,2471.957,12839.950,375.835,2875.804,403.847,16.337,2.927,3.145
outlay,Total,Total,1997-03-01,True,False,2006,10,2494.915,2655.050,13636.750,497.077,2991.992,336.942,12.691,3.645,2.471
outlay,Total,Total,1998-03-01,True,False,2007,10,2296.541,2728.686,14305.375,720.285,3016.826,288.140,10.560,5.035,2.014
outlay,Total,Total,1999-04-01,True,False,2008,10,2252.501,2982.544,14796.575,868.360,3120.861,138.317,4.638,5.869,0.935
outlay,Total,Total,2000-04-01,True,False,2009,10,2232.950,3426.413,14467.300,1289.975,3522.925,96.512,2.817,8.916,0.667
outlay,Total,Total,2001-05-01,True,False,2010,10,2465.307,3416.621,14884.400,1101.732,3567.039,150.418,4.403,7.402,1.011
outlay,Total,Total,2002-03-01,True,False,2011,10,2825.056,3597.887,15466.525,939.491,3764.547,166.660,4.632,6.074,1.078
outlay,Total,Total,2003-03-01,True,False,2012,10,3073.931,3526.458,16109.425,780.809,3854.740,328.282,9.309,4.847,2.038
outlay,Total,Total,2004-03-01,True,False,2013,10,3473.416,3551.554,16687.775,392.265,3865.681,314.127,8.845,2.351,1.882
outlay,Total,Total,2005-03-01,True,False,2014,10,3558.618,3580.677,17428.100,462.160,4020.778,440.101,12.291,2.652,2.525
outlay,Total,Total,2006-03-01,True,False,2015,10,3822.261,3714.583,18164.250,350.308,4172.569,457.986,12.329,1.929,2.521
outlay,Total,Total,2007-03-01,True,False,2016,10,3921.116,3866.934,18641.325,379.480,4300.596,433.662,11.215,2.036,2.326
outlay,Total,Total,2008-03-01,True,False,2017,10,4206.908,4010.207,19375.175,271.839,4478.747,468.540,11.684,1.403,2.418
outlay,Total,Total,2009-03-01,True,False,2018,10,4404.876,4118.474,20436.325,234.495,4639.371,520.897,12.648,1.147,2.549
outlay,Total,Total,2010-03-01,True,False,2019,10,4993.006,4466.134,21286.150,139.092,5132.098,665.964,14.911,0.653,3.129
outlay,Total,Total,2011-03-01,True,False,2020,10,5408.282,6557.858,21320.225,1807.818,7216.100,658.242,10.037,8.479,3.087
outlay,Total,Total,2012-03-01,True,False,2021,10,5195.581,6827.391,23004.125,2588.440,7784.021,956.630,14.012,11.252,4.159
outlay,Total,Total,2013-05-01,True,False,2022,10,5618.090,5900.434,25517.575,836.490,6454.580,554.146,9.392,3.278,2.172
outlay,Total,Total,2014-04-01,True,False,2023,10,5700.072,6473.921,27330.050,705.777,6405.849,-68.072,-1.051,2.582,-0.249
outlay,Total,Total,2015-03-01,True,False,2024,10,5703.466,6756.813,28828.175,768.576,6472.042,-284.771,-4.215,2.666,-0.988
outlay,Total,Total,1996-05-01,True,False,2006,11,2635.641,2655.050,13636.750,469.851,3105.492,450.442,16.965,3.445,3.303
outlay,Total,Total,1997-03-01,True,False,2007,11,2610.636,2728.686,14305.375,575.421,3186.057,457.371,16.762,4.022,3.197
outlay,Total,Total,1998-03-01,True,False,2008,11,2402.290,2982.544,14796.575,870.828,3273.118,290.574,9.742,5.885,1.964
outlay,Total,Total,1999-04-01,True,False,2009,11,2344.122,3426.413,14467.300,1303.316,3647.438,221.025,6.451,9.009,1.528
outlay,Total,Total,2000-04-01,True,False,2010,11,2312.288,3416.621,14884.400,1358.917,3671.205,254.584,7.451,9.130,1.710
outlay,Total,Total,2001-05-01,True,False,2011,11,2564.354,3597.887,15466.525,1139.146,3703.500,105.613,2.935,7.365,0.683
outlay,Total,Total,2002-03-01,True,False,2012,11,2897.647,3526.458,16109.425,893.796,3791.443,264.985,7.514,5.548,1.645
outlay,Total,Total,2003-03-01,True,False,2013,11,3215.124,3551.554,16687.775,693.839,3908.963,357.409,10.063,4.158,2.142
outlay,Total,Total,2004-03-01,True,False,2014,11,3634.714,3580.677,17428.100,357.420,3992.134,411.457,11.491,2.051,2.361
outlay,Total,Total,2005-03-01,True,False,2015,11,3724.667,3714.583,18164.250,460.886,4185.553,470.970,12.679,2.537,2.593
outlay,Total,Total,2006-03-01,True,False,2016,11,4043.837,3866.934,18641.325,400.890,4444.727,577.793,14.942,2.151,3.100
outlay,Total,Total,2007-03-01,True,False,2017,11,4067.245,4010.207,19375.175,409.706,4476.951,466.744,11.639,2.115,2.409
outlay,Total,Total,2008-03-01,True,False,2018,11,4353.518,4118.474,20436.325,369.668,4723.186,604.712,14.683,1.809,2.959
outlay,Total,Total,2009-03-01,True,False,2019,11,4667.956,4466.134,21286.150,313.996,4981.952,515.818,11.550,1.475,2.423
outlay,Total,Total,2010-03-01,True,False,2020,11,5247.542,6557.858,21320.225,1948.491,7196.033,638.175,9.731,9.139,2.993
outlay,Total,Total,2011-03-01,True,False,2021,11,5675.682,6827.391,23004.125,2215.760,7891.442,1064.051,15.585,9.632,4.625
outlay,Total,Total,2012-03-01,True,False,2022,11,5512.453,5900.434,25517.575,1047.969,6560.422,659.988,11.185,4.107,2.586
outlay,Total,Total,2013-05-01,True,False,2023,11,5853.091,6473.921,27330.050,600.548,6453.639,-20.282,-0.313,2.197,-0.074
outlay,Total,Total,2014-04-01,True,False,2024,11,5919.077,6756.813,28828.175,745.650,6664.727,-92.086,-1.363,2.587,-0.319
outlay,Mandatory,Total Mandatory,1992-03-01,True,False,1992,1,706.214,648.382,6416.250,0.978,707.192,58.810,9.070,0.015,0.917
outlay,Mandatory,Total Mandatory,1993-03-01,True,False,1993,1,697.063,670.919,6775.325,0.000,697.063,26.144,3.897,0.000,0.386
outlay,Mandatory,Total Mandatory,1994-04-01,True,False,1994,1,730.293,717.480,7176.850,-0.399,729.894,12.414,1.730,-0.006,0.173
outlay,Mandatory,Total Mandatory,1995-04-01,True,False,1995,1,746.604,738.847,7560.425,0.000,746.604,7.757,1.050,0.000,0.103
outlay,Mandatory,Total Mandatory,1996-05-01,True,False,1996,1,799.593,786.698,7951.325,-1.031,798.562,11.864,1.508,-0.013,0.149
outlay,Mandatory,Total Mandatory,1997-03-01,True,False,1997,1,825.736,810.095,8451.025,-1.828,823.908,13.813,1.705,-0.022,0.163
outlay,Mandatory,Total Mandatory,1998-03-01,True,False,1998,1,869.321,859.345,8930.800,-0.865,868.456,9.111,1.060,-0.010,0.102
outlay,Mandatory,Total Mandatory,1999-04-01,True,False,1999,1,900.525,899.974,9479.625,0.000,900.525,0.551,0.061,0.000,0.006
outlay,Mandatory,Total Mandatory,2000-04-01,True,False,2000,1,938.298,951.375,10117.075,9.451,947.749,-3.626,-0.381,0.093,-0.036
outlay,Mandatory,Total Mandatory,2001-05-01,True,False,2001,1,991.311,1007.638,10525.725,11.432,1002.743,-4.895,-0.486,0.109,-0.047
outlay,Mandatory,Total Mandatory,2002-03-01,True,False,2002,1,1102.613,1105.995,10828.875,9.912,1112.525,6.530,0.590,0.092,0.060
outlay,Mandatory,Total Mandatory,2003-03-01,True,False,2003,1,1177.316,1182.487,11278.750,12.284,1189.600,7.113,0.602,0.109,0.063
outlay,Mandatory,Total Mandatory,2004-03-01,True,False,2004,1,1244.893,1237.531,12028.425,0.106,1244.999,7.468,0.603,0.001,0.062
outlay,Mandatory,Total Mandatory,2005-03-01,True,False,2005,1,1315.923,1319.430,12839.950,0.128,1316.051,-3.379,-0.256,0.001,-0.026
outlay,Mandatory,Total Mandatory,2006-03-01,True,False,2006,1,1428.594,1411.823,13636.750,0.427,1429.021,17.198,1.218,0.003,0.126
outlay,Mandatory,Total Mandatory,2007-03-01,True,False,2007,1,1453.575,1449.987,14305.375,0.490,1454.065,4.078,0.281,0.003,0.029
outlay,Mandatory,Total Mandatory,2008-03-01,True,False,2008,1,1577.124,1594.903,14796.575,0.462,1577.586,-17.317,-1.086,0.003,-0.117
outlay,Mandatory,Total Mandatory,2009-03-01,True,False,2009,1,2171.810,2001.975,14467.300,1.653,2173.463,171.488,8.566,0.011,1.185
outlay,Mandatory,Total Mandatory,2010-03-01,True,False,2010,1,1948.868,1873.261,14884.400,15.578,1964.446,91.185,4.868,0.105,0.613
outlay,Mandatory,Total Mandatory,2011-03-01,True,False,2011,1,2044.491,2020.788,15466.525,-0.326,2044.165,23.377,1.157,-0.002,0.151
outlay,Mandatory,Total Mandatory,2012-03-01,True,False,2012,1,2091.088,2030.345,16109.425,2.445,2093.533,63.188,3.112,0.015,0.392
outlay,Mandatory,Total Mandatory,2013-05-01,True,False,2013,1,2131.737,2128.307,16687.775,8.080,2139.817,11.510,0.541,0.048,0.069
outlay,Mandatory,Total Mandatory,2014-04-01,True,False,2014,1,2199.280,2172.854,17428.100,0.579,2199.859,27.005,1.243,0.003,0.155
outlay,Mandatory,Total Mandatory,2015-03-01,True,False,2015,1,2299.562,2319.261,18164.250,8.474,2308.036,-11.225,-0.484,0.047,-0.062
outlay,Mandatory,Total Mandatory,2016-03-01,True,False,2016,1,2467.310,2441.646,18641.325,0.000,2467.310,25.664,1.051,0.000,0.138
outlay,Mandatory,Total Mandatory,2017-06-01,True,False,2017,1,2564.239,2547.346,19375.175,0.000,2564.239,16.893,0.663,0.000,0.087
outlay,Mandatory,Total Mandatory,2018-05-01,True,False,2018,1,2547.654,2531.982,20436.325,0.000,2547.654,15.672,0.619,0.000,0.077
outlay,Mandatory,Total Mandatory,2019-05-01,True,False,2019,1,2720.122,2752.976,21286.150,2.232,2722.354,-30.622,-1.112,0.010,-0.144
outlay,Mandatory,Total Mandatory,2020-03-01,True,False,2020,1,2914.557,4584.505,21320.225,1545.792,4460.349,-124.156,-2.708,7.250,-0.582
outlay,Mandatory,Total Mandatory,2021-07-01,True,False,2021,1,4866.539,4838.644,23004.125,0.000,4866.539,27.895,0.577,0.000,0.121
outlay,Mandatory,Total Mandatory,2022-05-01,True,False,2022,1,3756.639,3759.997,25517.575,-0.255,3756.384,-3.613,-0.096,-0.001,-0.014
outlay,Mandatory,Total Mandatory,2023-05-01,True,False,2023,1,3986.029,4097.522,27330.050,-4.427,3981.602,-115.920,-2.829,-0.016,-0.424
outlay,Mandatory,Total Mandatory,2024-06-01,True,False,2024,1,4127.463,4065.897,28828.175,0.001,4127.464,61.567,1.514,0.000,0.214
outlay,Mandatory,Total Mandatory,1992-03-01,True,False,1993,2,752.709,670.919,6775.325,3.346,756.055,85.136,12.689,0.049,1.257
outlay,Mandatory,Total Mandatory,1993-03-01,True,False,1994,2,751.435,717.480,7176.850,-4.531,746.904,29.424,4.101,-0.063,0.410
outlay,Mandatory,Total Mandatory,1994-04-01,True,False,1995,2,758.097,738.847,7560.425,0.388,758.485,19.638,2.658,0.005,0.260
outlay,Mandatory,Total Mandatory,1995-04-01,True,False,1996,2,815.882,786.698,7951.325,2.107,817.989,31.291,3.978,0.026,0.394
