outlay_category,outlay_subcategory,changes_baseline_date,baseline_name,change_category,projected_fiscal_year,changes_projected_outlay
Mandatory,Medicare,2005-08-01,August 2005 Baseline,Economic,2010,2.483
Mandatory,Medicare,2005-08-01,August 2005 Baseline,Economic,2011,3.119
Mandatory,Medicare,2005-08-01,August 2005 Baseline,Economic,2012,3.632
Mandatory,Medicare,2005-08-01,August 2005 Baseline,Economic,2013,4.357
Mandatory,Medicare,2005-08-01,August 2005 Baseline,Economic,2014,5.219
Mandatory,Medicare,2005-08-01,August 2005 Baseline,Economic,2015,6.209
Mandatory,Medicare,2005-08-01,August 2005 Baseline,Legislative,2005,0.000
Mandatory,Medicare,2005-08-01,August 2005 Baseline,Legislative,2006,0.000
Mandatory,Medicare,2005-08-01,August 2005 Baseline,Legislative,2007,0.000
Mandatory,Medicare,2005-08-01,August 2005 Baseline,Legislative,2008,0.000
Mandatory,Medicare,2005-08-01,August 2005 Baseline,Legislative,2009,0.000
Mandatory,Medicare,2005-08-01,August 2005 Baseline,Legislative,2010,0.000
Mandatory,Medicare,2005-08-01,August 2005 Baseline,Legislative,2011,0.000
Mandatory,Medicare,2005-08-01,August 2005 Baseline,Legislative,2012,0.000
Mandatory,Medicare,2005-08-01,August 2005 Baseline,Legislative,2013,0.000
Mandatory,Medicare,2005-08-01,August 2005 Baseline,Legislative,2014,0.000
Mandatory,Medicare,2005-08-01,August 2005 Baseline,Legislative,2015,0.000
Mandatory,Medicare,2005-08-01,August 2005 Baseline,Technical,2005,4.928
Mandatory,Medicare,2005-08-01,August 2005 Baseline,Technical,2006,1.364
Mandatory,Medicare,2005-08-01,August 2005 Baseline,Technical,2007,3.257
Mandatory,Medicare,2005-08-01,August 2005 Baseline,Technical,2008,2.030
Mandatory,Medicare,2005-08-01,August 2005 Baseline,Technical,2009,2.784
Mandatory,Medicare,2005-08-01,August 2005 Baseline,Technical,2010,2.948
Mandatory,Medicare,2005-08-01,August 2005 Baseline,Technical,2011,3.167
Mandatory,Medicare,2005-08-01,August 2005 Baseline,Technical,2012,3.288
Mandatory,Medicare,2005-08-01,August 2005 Baseline,Technical,2013,3.551
Mandatory,Medicare,2005-08-01,August 2005 Baseline,Technical,2014,3.784
Mandatory,Medicare,2005-08-01,August 2005 Baseline,Technical,2015,4.041
Mandatory,Medicare,2006-01-01,January 2006 Baseline,Economic,2005,0.000
Mandatory,Medicare,2006-01-01,January 2006 Baseline,Economic,2006,0.867
Mandatory,Medicare,2006-01-01,January 2006 Baseline,Economic,2007,0.245
Mandatory,Medicare,2006-01-01,January 2006 Baseline,Economic,2008,1.039
Mandatory,Medicare,2006-01-01,January 2006 Baseline,Economic,2009,1.580
Mandatory,Medicare,2006-01-01,January 2006 Baseline,Economic,2010,1.358
Mandatory,Medicare,2006-01-01,January 2006 Baseline,Economic,2011,1.508
Mandatory,Medicare,2006-01-01,January 2006 Baseline,Economic,2012,1.321
Mandatory,Medicare,2006-01-01,January 2006 Baseline,Economic,2013,1.238
Mandatory,Medicare,2006-01-01,January 2006 Baseline,Economic,2014,1.220
Mandatory,Medicare,2006-01-01,January 2006 Baseline,Economic,2015,1.777
Mandatory,Medicare,2006-01-01,January 2006 Baseline,Legislative,2005,0.000
Mandatory,Medicare,2006-01-01,January 2006 Baseline,Legislative,2006,0.182
Mandatory,Medicare,2006-01-01,January 2006 Baseline,Legislative,2007,0.069
Mandatory,Medicare,2006-01-01,January 2006 Baseline,Legislative,2008,-0.146
Mandatory,Medicare,2006-01-01,January 2006 Baseline,Legislative,2009,-0.169
Mandatory,Medicare,2006-01-01,January 2006 Baseline,Legislative,2010,-0.170
Mandatory,Medicare,2006-01-01,January 2006 Baseline,Legislative,2011,-0.185
Mandatory,Medicare,2006-01-01,January 2006 Baseline,Legislative,2012,-0.205
Mandatory,Medicare,2006-01-01,January 2006 Baseline,Legislative,2013,-0.225
Mandatory,Medicare,2006-01-01,January 2006 Baseline,Legislative,2014,-0.245
Mandatory,Medicare,2006-01-01,January 2006 Baseline,Legislative,2015,-0.260
Mandatory,Medicare,2006-01-01,January 2006 Baseline,Technical,2005,-0.192
Mandatory,Medicare,2006-01-01,January 2006 Baseline,Technical,2006,5.746
Mandatory,Medicare,2006-01-01,January 2006 Baseline,Technical,2007,7.196
Mandatory,Medicare,2006-01-01,January 2006 Baseline,Technical,2008,13.064
Mandatory,Medicare,2006-01-01,January 2006 Baseline,Technical,2009,13.733
Mandatory,Medicare,2006-01-01,January 2006 Baseline,Technical,2010,12.555
Mandatory,Medicare,2006-01-01,January 2006 Baseline,Technical,2011,10.495
Mandatory,Medicare,2006-01-01,January 2006 Baseline,Technical,2012,8.458
Mandatory,Medicare,2006-01-01,January 2006 Baseline,Technical,2013,10.391
Mandatory,Medicare,2006-01-01,January 2006 Baseline,Technical,2014,12.172
Mandatory,Medicare,2006-01-01,January 2006 Baseline,Technical,2015,13.438
Mandatory,Medicare,2006-03-01,March 2006 Baseline,Economic,2006,0.000
Mandatory,Medicare,2006-03-01,March 2006 Baseline,Economic,2007,0.000
Mandatory,Medicare,2006-03-01,March 2006 Baseline,Economic,2008,0.000
Mandatory,Medicare,2006-03-01,March 2006 Baseline,Economic,2009,0.000
Mandatory,Medicare,2006-03-01,March 2006 Baseline,Economic,2010,0.000
Mandatory,Medicare,2006-03-01,March 2006 Baseline,Economic,2011,0.000
Mandatory,Medicare,2006-03-01,March 2006 Baseline,Economic,2012,0.000
Mandatory,Medicare,2006-03-01,March 2006 Baseline,Economic,2013,0.000
Mandatory,Medicare,2006-03-01,March 2006 Baseline,Economic,2014,0.000
Mandatory,Medicare,2006-03-01,March 2006 Baseline,Economic,2015,0.000
Mandatory,Medicare,2006-03-01,March 2006 Baseline,Economic,2016,0.000
Mandatory,Medicare,2006-03-01,March 2006 Baseline,Legislative,2006,-3.421
Mandatory,Medicare,2006-03-01,March 2006 Baseline,Legislative,2007,6.244
Mandatory,Medicare,2006-03-01,March 2006 Baseline,Legislative,2008,-1.162
Mandatory,Medicare,2006-03-01,March 2006 Baseline,Legislative,2009,-2.928
Mandatory,Medicare,2006-03-01,March 2006 Baseline,Legislative,2010,-4.992
Mandatory,Medicare,2006-03-01,March 2006 Baseline,Legislative,2011,-3.633
Mandatory,Medicare,2006-03-01,March 2006 Baseline,Legislative,2012,-3.884
Mandatory,Medicare,2006-03-01,March 2006 Baseline,Legislative,2013,-3.178
Mandatory,Medicare,2006-03-01,March 2006 Baseline,Legislative,2014,-2.746
Mandatory,Medicare,2006-03-01,March 2006 Baseline,Legislative,2015,-2.363
Mandatory,Medicare,2006-03-01,March 2006 Baseline,Legislative,2016,-1.981
Mandatory,Medicare,2006-03-01,March 2006 Baseline,Technical,2006,-5.313
Mandatory,Medicare,2006-03-01,March 2006 Baseline,Technical,2007,-3.748
Mandatory,Medicare,2006-03-01,March 2006 Baseline,Technical,2008,0.885
Mandatory,Medicare,2006-03-01,March 2006 Baseline,Technical,2009,6.248
Mandatory,Medicare,2006-03-01,March 2006 Baseline,Technical,2010,10.732
Mandatory,Medicare,2006-03-01,March 2006 Baseline,Technical,2011,21.887
Mandatory,Medicare,2006-03-01,March 2006 Baseline,Technical,2012,2.275
Mandatory,Medicare,2006-03-01,March 2006 Baseline,Technical,2013,11.371
Mandatory,Medicare,2006-03-01,March 2006 Baseline,Technical,2014,11.473
Mandatory,Medicare,2006-03-01,March 2006 Baseline,Technical,2015,12.356
Mandatory,Medicare,2006-03-01,March 2006 Baseline,Technical,2016,28.137
Mandatory,Medicare,2006-08-01,August 2006 Baseline,Economic,2006,0.000
Mandatory,Medicare,2006-08-01,August 2006 Baseline,Economic,2007,0.449
Mandatory,Medicare,2006-08-01,August 2006 Baseline,Economic,2008,0.497
Mandatory,Medicare,2006-08-01,August 2006 Baseline,Economic,2009,0.538
Mandatory,Medicare,2006-08-01,August 2006 Baseline,Economic,2010,0.647
Mandatory,Medicare,2006-08-01,August 2006 Baseline,Economic,2011,0.794
Mandatory,Medicare,2006-08-01,August 2006 Baseline,Economic,2012,0.373
Mandatory,Medicare,2006-08-01,August 2006 Baseline,Economic,2013,-0.329
Mandatory,Medicare,2006-08-01,August 2006 Baseline,Economic,2014,-0.655
Mandatory,Medicare,2006-08-01,August 2006 Baseline,Economic,2015,-0.744
Mandatory,Medicare,2006-08-01,August 2006 Baseline,Economic,2016,-0.820
Mandatory,Medicare,2006-08-01,August 2006 Baseline,Legislative,2006,0.000
Mandatory,Medicare,2006-08-01,August 2006 Baseline,Legislative,2007,0.000
Mandatory,Medicare,2006-08-01,August 2006 Baseline,Legislative,2008,0.000
Mandatory,Medicare,2006-08-01,August 2006 Baseline,Legislative,2009,0.000
Mandatory,Medicare,2006-08-01,August 2006 Baseline,Legislative,2010,0.000
Mandatory,Medicare,2006-08-01,August 2006 Baseline,Legislative,2011,0.000
Mandatory,Medicare,2006-08-01,August 2006 Baseline,Legislative,2012,0.000
Mandatory,Medicare,2006-08-01,August 2006 Baseline,Legislative,2013,0.000
Mandatory,Medicare,2006-08-01,August 2006 Baseline,Legislative,2014,0.000
Mandatory,Medicare,2006-08-01,August 2006 Baseline,Legislative,2015,0.000
Mandatory,Medicare,2006-08-01,August 2006 Baseline,Legislative,2016,0.000
Mandatory,Medicare,2006-08-01,August 2006 Baseline,Technical,2006,-3.414
Mandatory,Medicare,2006-08-01,August 2006 Baseline,Technical,2007,-2.000
Mandatory,Medicare,2006-08-01,August 2006 Baseline,Technical,2008,-4.377
Mandatory,Medicare,2006-08-01,August 2006 Baseline,Technical,2009,-1.606
Mandatory,Medicare,2006-08-01,August 2006 Baseline,Technical,2010,0.021
Mandatory,Medicare,2006-08-01,August 2006 Baseline,Technical,2011,0.587
Mandatory,Medicare,2006-08-01,August 2006 Baseline,Technical,2012,0.670
Mandatory,Medicare,2006-08-01,August 2006 Baseline,Technical,2013,0.726
Mandatory,Medicare,2006-08-01,August 2006 Baseline,Technical,2014,0.795
Mandatory,Medicare,2006-08-01,August 2006 Baseline,Technical,2015,0.868
Mandatory,Medicare,2006-08-01,August 2006 Baseline,Technical,2016,0.948
Mandatory,Medicare,2007-01-01,January 2007 Baseline,Economic,2006,0.000
Mandatory,Medicare,2007-01-01,January 2007 Baseline,Economic,2007,0.023
Mandatory,Medicare,2007-01-01,January 2007 Baseline,Economic,2008,0.073
Mandatory,Medicare,2007-01-01,January 2007 Baseline,Economic,2009,0.182
Mandatory,Medicare,2007-01-01,January 2007 Baseline,Economic,2010,-0.032
Mandatory,Medicare,2007-01-01,January 2007 Baseline,Economic,2011,-0.110
Mandatory,Medicare,2007-01-01,January 2007 Baseline,Economic,2012,-0.105
Mandatory,Medicare,2007-01-01,January 2007 Baseline,Economic,2013,-0.912
Mandatory,Medicare,2007-01-01,January 2007 Baseline,Economic,2014,-1.478
Mandatory,Medicare,2007-01-01,January 2007 Baseline,Economic,2015,-1.652
Mandatory,Medicare,2007-01-01,January 2007 Baseline,Economic,2016,-1.841
Mandatory,Medicare,2007-01-01,January 2007 Baseline,Legislative,2006,0.000
Mandatory,Medicare,2007-01-01,January 2007 Baseline,Legislative,2007,2.546
Mandatory,Medicare,2007-01-01,January 2007 Baseline,Legislative,2008,0.402
Mandatory,Medicare,2007-01-01,January 2007 Baseline,Legislative,2009,-2.419
Mandatory,Medicare,2007-01-01,January 2007 Baseline,Legislative,2010,-2.775
Mandatory,Medicare,2007-01-01,January 2007 Baseline,Legislative,2011,-2.898
Mandatory,Medicare,2007-01-01,January 2007 Baseline,Legislative,2012,-1.536
Mandatory,Medicare,2007-01-01,January 2007 Baseline,Legislative,2013,-1.253
Mandatory,Medicare,2007-01-01,January 2007 Baseline,Legislative,2014,-1.425
Mandatory,Medicare,2007-01-01,January 2007 Baseline,Legislative,2015,-1.544
Mandatory,Medicare,2007-01-01,January 2007 Baseline,Legislative,2016,-1.625
Mandatory,Medicare,2007-01-01,January 2007 Baseline,Technical,2006,1.539
Mandatory,Medicare,2007-01-01,January 2007 Baseline,Technical,2007,-17.012
Mandatory,Medicare,2007-01-01,January 2007 Baseline,Technical,2008,-21.629
Mandatory,Medicare,2007-01-01,January 2007 Baseline,Technical,2009,-28.062
Mandatory,Medicare,2007-01-01,January 2007 Baseline,Technical,2010,-33.694
Mandatory,Medicare,2007-01-01,January 2007 Baseline,Technical,2011,-40.464
Mandatory,Medicare,2007-01-01,January 2007 Baseline,Technical,2012,-41.648
Mandatory,Medicare,2007-01-01,January 2007 Baseline,Technical,2013,-49.776
Mandatory,Medicare,2007-01-01,January 2007 Baseline,Technical,2014,-60.231
Mandatory,Medicare,2007-01-01,January 2007 Baseline,Technical,2015,-70.519
Mandatory,Medicare,2007-01-01,January 2007 Baseline,Technical,2016,-82.188
Mandatory,Medicare,2007-03-01,March 2007 Baseline,Economic,2007,0.000
Mandatory,Medicare,2007-03-01,March 2007 Baseline,Economic,2008,0.000
Mandatory,Medicare,2007-03-01,March 2007 Baseline,Economic,2009,0.000
Mandatory,Medicare,2007-03-01,March 2007 Baseline,Economic,2010,0.000
Mandatory,Medicare,2007-03-01,March 2007 Baseline,Economic,2011,0.000
Mandatory,Medicare,2007-03-01,March 2007 Baseline,Economic,2012,0.000
Mandatory,Medicare,2007-03-01,March 2007 Baseline,Economic,2013,0.000
Mandatory,Medicare,2007-03-01,March 2007 Baseline,Economic,2014,0.000
Mandatory,Medicare,2007-03-01,March 2007 Baseline,Economic,2015,0.000
Mandatory,Medicare,2007-03-01,March 2007 Baseline,Economic,2016,0.000
Mandatory,Medicare,2007-03-01,March 2007 Baseline,Economic,2017,0.000
Mandatory,Medicare,2007-03-01,March 2007 Baseline,Legislative,2007,0.000
Mandatory,Medicare,2007-03-01,March 2007 Baseline,Legislative,2008,0.000
Mandatory,Medicare,2007-03-01,March 2007 Baseline,Legislative,2009,0.000
Mandatory,Medicare,2007-03-01,March 2007 Baseline,Legislative,2010,0.000
Mandatory,Medicare,2007-03-01,March 2007 Baseline,Legislative,2011,0.000
Mandatory,Medicare,2007-03-01,March 2007 Baseline,Legislative,2012,0.000
Mandatory,Medicare,2007-03-01,March 2007 Baseline,Legislative,2013,0.000
Mandatory,Medicare,2007-03-01,March 2007 Baseline,Legislative,2014,0.000
Mandatory,Medicare,2007-03-01,March 2007 Baseline,Legislative,2015,0.000
Mandatory,Medicare,2007-03-01,March 2007 Baseline,Legislative,2016,0.000
Mandatory,Medicare,2007-03-01,March 2007 Baseline,Legislative,2017,0.000
Mandatory,Medicare,2007-03-01,March 2007 Baseline,Technical,2007,-2.043
Mandatory,Medicare,2007-03-01,March 2007 Baseline,Technical,2008,1.164
Mandatory,Medicare,2007-03-01,March 2007 Baseline,Technical,2009,4.397
Mandatory,Medicare,2007-03-01,March 2007 Baseline,Technical,2010,4.570
Mandatory,Medicare,2007-03-01,March 2007 Baseline,Technical,2011,7.069
Mandatory,Medicare,2007-03-01,March 2007 Baseline,Technical,2012,1.761
Mandatory,Medicare,2007-03-01,March 2007 Baseline,Technical,2013,3.847
Mandatory,Medicare,2007-03-01,March 2007 Baseline,Technical,2014,4.073
Mandatory,Medicare,2007-03-01,March 2007 Baseline,Technical,2015,2.878
Mandatory,Medicare,2007-03-01,March 2007 Baseline,Technical,2016,5.430
Mandatory,Medicare,2007-03-01,March 2007 Baseline,Technical,2017,2.809
Mandatory,Medicare,2007-08-01,August 2007 Baseline,Economic,2007,0.000
Mandatory,Medicare,2007-08-01,August 2007 Baseline,Economic,2008,0.580
Mandatory,Medicare,2007-08-01,August 2007 Baseline,Economic,2009,0.620
Mandatory,Medicare,2007-08-01,August 2007 Baseline,Economic,2010,0.960
Mandatory,Medicare,2007-08-01,August 2007 Baseline,Economic,2011,1.420
Mandatory,Medicare,2007-08-01,August 2007 Baseline,Economic,2012,1.410
Mandatory,Medicare,2007-08-01,August 2007 Baseline,Economic,2013,1.570
Mandatory,Medicare,2007-08-01,August 2007 Baseline,Economic,2014,1.690
Mandatory,Medicare,2007-08-01,August 2007 Baseline,Economic,2015,1.820
Mandatory,Medicare,2007-08-01,August 2007 Baseline,Economic,2016,2.040
Mandatory,Medicare,2007-08-01,August 2007 Baseline,Economic,2017,2.130
Mandatory,Medicare,2007-08-01,August 2007 Baseline,Legislative,2007,0.000
Mandatory,Medicare,2007-08-01,August 2007 Baseline,Legislative,2008,0.000
Mandatory,Medicare,2007-08-01,August 2007 Baseline,Legislative,2009,0.000
Mandatory,Medicare,2007-08-01,August 2007 Baseline,Legislative,2010,0.000
Mandatory,Medicare,2007-08-01,August 2007 Baseline,Legislative,2011,0.000
Mandatory,Medicare,2007-08-01,August 2007 Baseline,Legislative,2012,0.000
Mandatory,Medicare,2007-08-01,August 2007 Baseline,Legislative,2013,0.000
Mandatory,Medicare,2007-08-01,August 2007 Baseline,Legislative,2014,0.000
Mandatory,Medicare,2007-08-01,August 2007 Baseline,Legislative,2015,0.000
Mandatory,Medicare,2007-08-01,August 2007 Baseline,Legislative,2016,0.000
Mandatory,Medicare,2007-08-01,August 2007 Baseline,Legislative,2017,0.000
Mandatory,Medicare,2007-08-01,August 2007 Baseline,Technical,2007,6.031
Mandatory,Medicare,2007-08-01,August 2007 Baseline,Technical,2008,4.500
Mandatory,Medicare,2007-08-01,August 2007 Baseline,Technical,2009,4.600
Mandatory,Medicare,2007-08-01,August 2007 Baseline,Technical,2010,3.800
Mandatory,Medicare,2007-08-01,August 2007 Baseline,Technical,2011,4.000
Mandatory,Medicare,2007-08-01,August 2007 Baseline,Technical,2012,4.200
Mandatory,Medicare,2007-08-01,August 2007 Baseline,Technical,2013,4.500
Mandatory,Medicare,2007-08-01,August 2007 Baseline,Technical,2014,4.700
Mandatory,Medicare,2007-08-01,August 2007 Baseline,Technical,2015,5.100
Mandatory,Medicare,2007-08-01,August 2007 Baseline,Technical,2016,5.400
Mandatory,Medicare,2007-08-01,August 2007 Baseline,Technical,2017,5.900
Mandatory,Medicare,2008-01-01,January 2008 Baseline,Economic,2007,0.000
Mandatory,Medicare,2008-01-01,January 2008 Baseline,Economic,2008,-0.541
Mandatory,Medicare,2008-01-01,January 2008 Baseline,Economic,2009,-2.841
Mandatory,Medicare,2008-01-01,January 2008 Baseline,Economic,2010,-4.385
Mandatory,Medicare,2008-01-01,January 2008 Baseline,Economic,2011,-5.334
